MID,Nom,Adresse1,Adresse2,CP,Ville,Telephone
30150004,CHEREAU CINDY,COTE PARC BAR TABAC,PLACE DE L'HOTEL DE VILLE,30210,LEDENON,466740506
30150011,NAUDIN OLIVIER SNC,TABAC,11 PLACE EGLISE COURBESSAC,30000,NIMES,466263760
30150012,ROMAN LUDOVIC,TABAC LOTO CADEAUX,178 RUE DE LA REPUBLIQUE,30290,LAUDUN,466794454
30150066,LICHIERE ANTHONY EIRL,TABAC PRESSE DE L'ABBAYE,2 RUE VINCENT FAITA,30480,CENDRAS,466553378
30150660,MAS PHILIPPE,TABAC PRESSE LOTO EIRL,10 PLACE DU TEMPLE,30620,BERNIS,466713366
30150663,FERRERO MAXIME EIRL,TABAC PRESSE,3 B. ALLEE DE LA GARE,30350,LEZAN,466838318
30151312,LECOCHE ALAIN,HALL DE PRESSE/C.C INTERMARCHE,RUE DE L'AUBEPIN,30540,MILHAUD,466743900
30151788,MANIPOUD SANDRINE /GTP,TABAC CADEAU,14 RUE ANATOLE FRANCE,30110,LA GRAND COMBE,466308174
30151799,ABDELLI - PRESSE LOTO /GTP,EURL LE TREFLE A 4 FEUILLES,871 QUAI DU MAS D'HOURS C/CIAL,30100,ALES,466306283
30151844,CRETON SNC,TABAC PRESSE LE MATHOGANA,43 AVENUE DE PROVENCE,30320,MARGUERITTES,466753203
30163623,LAUPIES ELZIERE SAS,PRESSE LOTO,C/C ESPLANADE DE CLAVIERES B.1,30100,ALES,977661706
31000830,BOISNE ROLAND,TABAC PRESSE,121 RUE DE NEGRENEYS,31200,TOULOUSE,561575194
31000998,BOULOGNE,TABAC PRESSE,119 ROUTE D ALBI,31200,TOULOUSE,561261672
31002258,DELCOURT CHRISTIAN,TABAC PRESSE,103 RUE DE LA REPUBLIQUE,31290,VILLEFRANCHE DE LAURAGAIS,561816210
31004197,KASSAB MAHER,TABAC,58 BOULEVARD D ARCOLE,31000,TOULOUSE,963680330
31004366,LAINE JEAN PAUL,TABAC,141 RUE DE LA REPUBLIQUE,31290,VILLEFRANCHE DE LAURAGAIS,534662796
31005904,ORIOL PATRICK,TABAC PRESSE L'ESCAPADE,35 AV DES PYRENEES LA CROIX FA,31120,LACROIX FALGARDE,561767052
31103037,ANDRE CHRISTINE,TABAC JOURNAUX,14 PLACE MERCADIEU,31600,MURET,561510228
31103041,CARON PHILIPPE,TABAC JOURNAUX,19 PLACE DU SALIN,31000,TOULOUSE,561327332
31103043,ROUBINE D L,TABAC JOURNAUX LA TABATIERE,70 AVENUE ALBERT BEDOUCE,31400,TOULOUSE,561532872
31103122,LACASSIN JEAN LOUIS,PRESSE PAPETERIE,6 A RUE LEO FERRE,31150,GRATENTOUR,562791159
31103129,ALEXANDRE ROGER,TABAC PAPETERIE,208 BIS ROUTE DE SEYSSES,31100,TOULOUSE,561401626
31103239,CALVET RACHEL,TABAC LOTO,6 RUE DE LA REPUBLIQUE,31300,TOULOUSE,561429490
31103264,LELOIR CHANTAL,TABAC PRESSE PAPETERIE LOTO,1 AVENUE DES PINS,31700,BLAGNAC,561714299
31103268,ALCHER PIERRE,TABAC PRESSE,CTRE CIAL LE FLEURIAT,31860,LABARTHE SUR LEZE,561080135
31103395,REGIS SYLVIE,TABAC PRESSE CADEAUX LE RALLYE,1 BD DENFERT ROCHEREAU,31250,REVEL,561835707
31103396,SALAS JEAN MARC,TABAC,23 PLACE ESQUIROL,31000,TOULOUSE,561523632
31103397,TABAC DE L ORMEAU,TABAC,239 AV  ANTOINE DE ST EXUPERY,31400,TOULOUSE,561541992
31104676,CHAPPERT ALAIN,TABAC,1 ALLEE DE LA MOSELLE,31770,COLOMIERS,561785930
31104888,MILLE ET UNE PAGES,LIBRAIRIE DU RUISSEAU,RUE DES PINS ROUTE DE GRENADE,31700,BEAUZELLE,561599721
31107778,BORS JEAN DENIS,TABAC PRESSE,10 BOULEVARD FIRMIN PONS,31700,BLAGNAC,561715745
31108318,GALINIER DENIS,TABAC PRESSE,106 RUE DE CUGNAUX,31300,TOULOUSE,562212348
31108319,RAYNAUD,TABAC PRESSE,65 RUE DE LA REPUBLIQUE,31330,GRENADE,561826241
31108324,RIADO GISELE (NEE PEREZ),TABAC,54 BD VICTOR HUGO,31770,COLOMIERS,561788868
31109486,CAZES CHRISTIAN,PRESSE KIOSQUE,PLACE ESQUIROL,31000,TOULOUSE,561236238
31109490,SAPHIR PRESSE - MME MARQUET,PRESSE LOTO GEANT CASINO,PLACE EDOUARD BOUILLIERES,31100,TOULOUSE,561447425
31109501,SENTENAC,LIBRAIRIE PAPETERIE,11 AVENUE DE CUGNAUX,31270,VILLENEUVE TOLOSANE,561920774
31109519,NAVARRO,PRESSE,31 RUE PASTEUR,31700,BLAGNAC,561719176
31109524,BOZZETTO NADINE,BAR TABAC,175 AV DU XV EME CORPS,83000,TOULON,494910916
31111029,LEFEBVRE FRANCK,TABAC LA MARQUEILLE,AVENUE PARMENTIER,31130,BALMA,561241211
31111171,GAUTHIER FRANCOIS,TABAC ALIMENTATION,82 RUE EMILE POUVILLON,31330,MERVILLE,561856371
31111624,YENICIRAK,TABAC BAR LE FLAMENCO,13 ROUTE D ALBI,31180,CASTELMAUROU,561091017
31111631,MORENO DOLORES,TABAC JOURNAUX,PLACE DES RAISINS,31260,MAZERES SUR SALAT,561904388
31111632,PERPEY,TABAC,1 BOULEVARD JEAN JAURES,31260,SALIES DU SALAT,561971476
31111641,MASSIP PATRICIA,TABAC,38 GRAND RUE,31450,BAZIEGE,561818143
31111643,BROLLO JEAN JACQUES,TABAC PRESSE,12 PLACE MARNAC,31520,RAMONVILLE ST AGNE,561734007
31115035,JAHAN DE LESTANG BENETTE,TABAC PRESSE PAPETERIE,AU VILLAGE,31430,SAINT ELIX LE CHATEAU,561872310
31118267,DOUMERC,TABAC,19 AVENUE SAINT EXUPERY,31400,TOULOUSE,561523183
31118465,BOUCHER VIRGINIE,TABAC LOTO,21 ROUTE DE CASTRES,31130,QUINT FONSEGRIVES,561244028
31119245,CARRIE JOEL,TABAC PRESSE LOTO,CHEMIN DE LA TERRASSE FIRMIS,31500,TOULOUSE,971518711
31119566,DICHE MARIE JOSEE,TABAC PRESSE,15 BOULEVARD SILVIO TRENTIN,31200,TOULOUSE,561572815
31120452,VIENNOT ALAIN,TABAC PRESSE LOTO,37 CHEMIN DE FOURNAULIS,31170,TOURNEFEUILLE,562740295
31120881,TABAC PLACE DE LA CROIX,TABAC PRESSE LOTO PMU,1 PLACE DE LA CROIX BLANCHE,31600,EAUNES,562233013
31123129,OZ NATHALIE,TABAC BAR,70 RUE BAYARD,31000,TOULOUSE,561626705
31123204,JEAN PIERRE,TABAC PRESSE,14 AVENUE DU LAURAGAIS,31450,LABASTIDE BEAUVOIR,561816843
31123216,LA GARONNE PRESSE MR VALERO,TABAC PRESSE LOTO,PLACE DU SIDOBRE,31770,COLOMIERS,561789793
31123971,LA PAGE BLEUE MME SAUNE,PRESSE,6 PASSAGE DU PERIGORD,31770,COLOMIERS,561787541
31124148,ROUGEVIN BAVILLE GUY,TABAC BAR PRESSE O SAINT JULIE,4 BIS ROUTE DE LA GARE,31620,VILLAUDRIC,561829033
31125631,VIGO ANNIE,TABAC PRESSE,12 PLACE GABRIEL ROUY,31110,BAGNERES DE LUCHON,561793058
31126671,BOUSQUET PASCALE,TABAC PRESSE LOTO,240 AVENUE DE LA MAIRIE,31810,LE VERNET,561085817
31127069,HERANDE,TABAC JOURNAUX LE TOTEM,6 PLACE BOMBAIL CARRE BASTIDE,31830,PLAISANCE DU TOUCH,561864158
31127368,RUZZICA JACQUES,TABAC PRESSE,272 ROUTE DE LAUNAGUET,31200,TOULOUSE,561132457
31127377,COCULA JEAN PIERRE,TABAC L OLIBAN,19 ALLEES DES SOUPIRS,31000,TOULOUSE,561529382
31128097,CLEVAL - MR DUMAS,MAISON DE LA PRESSE,7 RUE DU THIERS,31800,ST GAUDENS,962000648
31128099,MARTINEZ ANNE MARIE,TABAC,16 ALLEE DE BARCELONE,31000,TOULOUSE,561212610
31128999,LARTIGUE DANIELLE,TABAC ALIMENTATION,19 RUE DE LA POSTE,31330,ONDES,561821267
31131060,LOUBIES,TABAC PRESSE BAR,2 ROUTE DE BELBERAUD,31450,POMPERTUZAT,562163988
31131251,PALEZIS,PRESSE DU BUGUET,115 ROUTE DE TOULOUSE,31620,FRONTON,561822180
31131425,CLERC,TABAC BAR RESTAURANT,125 ROUTE DE BAYONNE,31000,TOULOUSE,561491927
31131967,DUMONT NATHALIE,TABAC LOTO PRESSE,3 ALLEES DE L'EGLISE,31280,DREMIL LAFAGE,561836831
31132087,BETIS CHANTAL,TABAC,AU VILLAGE,31350,BLAJAN,561940098
31132599,BERGEON JEAN LUC,PHOTO POSTE,31 ALLEE D'ETIGNY,31110,BAGNERES DE LUCHON,561792516
31133564,OLIVER CHRISTOPHE,TABAC PRESSE,4 AVENUE DE VILATE,31860,PINS JUSTARET,561762275
31133778,COTEDOPALE,TABAC BAR,14 AVENUE DU CHAMP DE FOIRE,31380,GRAGNAGUE,561091203
31133983,DALIE,BOULANGERIE DES ARENES,7 PLACE AGAPITO NADAL,31300,TOULOUSE,561596720
31134021,NACY,PRESSE,AVENUE GALIENI,31440,SAINT BEAT,561790387
31134227,F C T P - MR COQUART FABIEN,TABAC PRESSE,31 RUE DE L'AUTAN,31670,LABEGE,562244345
31135032,CAILLABA MARJORIE,TABAC BAR RESTAURANT,7 RUE DE L EGLISE,31600,LAMASQUERE,561560587
31135532,LEBIHAN HERVE,TABAC BAR LES TRICHERIES,AU VILLAGE,31840,SEILH,561599017
31135719,CARRIERE MICHEL,TABAC ALIMENTATION,FAUBOURG ST ROCH ROUTE DE TOUL,31540,ST FELIX LAURAGAIS,562185392
31136116,TABAC PRESSE MARCHE DES CARMES,TABAC PRESSE,16 PLACE DES CARMES,31000,TOULOUSE,561530483
31137266,MONTOYA JEAN FRANCOIS,TABAC PRESSE LE NEMROD,129 RUE DES FONTAINES,31300,TOULOUSE,561493988
31137354,GUILBAUD ANITA,TABAC,56 AVENUE JEAN RIEUX,31500,TOULOUSE,561453905
31137476,LECOINTE HELGA,TABAC BAR UN AUTRE CAFE,2 RUE DE L EGLISE,31620,CASTELNAU D ESTRETEFONDS,0
31138000,GUILLOUD SANDRA,TABAC PRESSE LOTO PMU,14 AV DE CURIERE DE CASTELNAU,31380,MONTASTRUC LA CONSEILLERE,561844286
31138433,LACOURT 341,STATION SERVICE,341 AVENUE DES ETATS UNIS,31200,TOULOUSE,561708374
31138636,CARAMAN PRESSE,TABAC PRESSE,13 COURS ALSACE LORRAINE,31460,CARAMAN,561831042
31138694,EGS PRESSE,PRESSE PAPETERIE,12 AVENUE DE LA PAIX,31260,SALIES DU SALAT,561905105
31138723,MAC LAN VEL,TABAC PRESSE AUX 6 CLOPE,7 PLACE DE LA BASCULE,31770,COLOMIERS,561786843
31138724,BABOU SAUVAGE,TABAC PRESSE,1 RUE DES LAURIERS,31650,ST ORENS DE GAMEVILLE,561399502
31138725,DESBONNET YVETTE,TABAC PRESSE,3 PLACE DU PASTEL,31570,SAINTE FOY D AIGREFEUILLE,561838908
31138856,ASSEMAT MARIOTTO,TABAC PRESSE,RUE CLAUDE GOMIN CTRE CIAL,31400,TOULOUSE,561205448
31138890,AUJARD FREDDY,TABAC PRESSE LOTO,60 AVENUE DE CASTRES,31500,TOULOUSE,561802112
31138909,FERRANDINI,TABAC PRESSE,8 RUE THEODORE OZENNE,31000,TOULOUSE,561527943
31139047,AJ PRESSE,PRESSE PAPETERIE LOTO,1 AV ETIENNE BILLIERES,31300,TOULOUSE,561428975
31139119,TABAC LAPORTE,TABAC PRESSE,38 BLD GAMBETTA,31250,REVEL,561832536
31139495,GIORDANO CAROLE,PRESSE CADEAUX,CENTRE CIAL LECLERC RUE MARCHE,31340,VILLEMUR SUR TARN,562221103
31139982,ROQUES ALAIN,TABAC PRESSE,PLACE DE LA REPUBLIQUE,31160,ASPET,561884107
31140068,AUX TROIS D,TABAC PRESSE,7173 RUE GASTON DOUMERGUE,31170,TOURNEFEUILLE,561066009
31140128,BODIN,TABAC PRESSE,RN 113,31450,DONNEVILLE,561816996
31140332,LEVY,TABAC PRESSE LE CHIQUITO,8 PLACE DU BUSCA,31400,TOULOUSE,561736461
31140623,LE PIRONNEC,TABAC,12 RUE JEAN JAURES,31190,AUTERIVE,561583733
31140803,YENICIRAK SEVGI,TABAC BAR LE BISTROT GAULOIS,121 RUE LOUIS PLANA,31500,TOULOUSE,961379559
31140915,SYLVESTRE,TABAC ALIMENTATION,3 RUE DU TEMPLE,31560,CALMONT,561081124
31140964,BOURDOUX,TABAC JOURNAUX,C COMMERCIAL ST BENOIT,31650,ST ORENS DE GAMEVILLE,562248402
31141217,SACHARLIE,PRESSE,3 RUE JEAN JAURES,31190,AUTERIVE,561506207
31141267,NIAL,TABAC BAR,170 AVENUE JEAN RIEUX,31500,TOULOUSE,561803326
31141436,DURAND ERIC,TABAC BAR LA FONTAINE,6 RUE DE LA GRAVETTE,31150,GAGNAC SUR GARONNE,661127359
31141540,LAHYANI PRESS PAPETERIE,PRESSE LIBRAIRIE,306 ROUTE DE SEYSSES,31100,TOULOUSE,561419961
31141545,PAST,TABAC PRESSE LOTO LE MIDIVILL,1 AVENUE DU 8 MAI 1945,31520,RAMONVILLE SAINT AGNE,561759590
31141854,RELAIS DES CEDRES,STATION SERVICE,17 ROUTE DE FRONTON,31140,AUCAMVILLE,561701958
31142337,PIOT ERIC,TABAC,6 AVENUE TOLOSANE,31520,RAMONVILLE ST AGNE,561732593
31142352,NIGOU JOEL,EPICERIE,RUE DU PIGEONNIER CTRE CIAL,31340,LA MAGDELEINE SUR TARN,561704658
31142734,CADEOT,PRESSE PAPETERIE,RD 817 GALERIE MHDE CASINO,31800,ESTANCARBON,561885704
31142838,LES CIGARES BLEUS,TABAC PRESSE,1 RUE DE CARCASSONNE,31500,TOULOUSE,561203496
31143540,BONNET PIERRE,TABAC PRESSE,AU BOURG,31660,BUZET S/TARN,561840240
31143714,TISSEYRE FREDERIC,TABAC,20 BOULEVARD DU NORD,31220,MARTRES TOLOSANE,561988041
31143862,PIERSON PRESSE,PRESSE,15 AVENUE DE TOULOUSE,31320,CASTANET TOLOSAN,561277224
31144356,LA BOITE AUX GALETTES,TABAC RESTAURANT,CENTRE CCIAL VILLAGE,31650,AUZIELLE,561392510
31145049,LOTUS,TABAC BAR LOTO,2 AVENUE DE FRONTON,31200,TOULOUSE,561478327
31145642,LAFFORGUE GUILLAUME,TABAC PRESSE LOTO,4 AVENUE CRAMPEL,31400,TOULOUSE,561321832
31145768,ERL PRESSE,PRESSE LOTO,36 RTE BAYONNE CCIAL CARREFOUR,31300,TOULOUSE,534513192
31145941,GIRAUDO BRIGITTE,TABAC PRESSE,CTRE CIAL LE MOULIN A VENT,31700,MONDONVILLE,561852817
31146080,LE LEGUEVINOIS,TABAC PRESSE,52 AVENUE DE GASCOGNE,31490,LEGUEVIN,561865472
31146083,KASHE VIVAL,ALIMENTATION GENERALE,3 PLACE DU PARLEMENT,31000,TOULOUSE,561551510
31146157,LEDOUX,TABAC LOTO BAR LE CENTRAL,40 AVENUE DE TOULOUSE,31130,BALMA,561244716
31146457,CADEOT MANE PRESSE,PRESSE PAPETERIE,5 AVENUE TOLOSANE,31260,MANE,671877475
31147114,LACROIX JOSEPH,TABAC PRESSE LOTO,118 AVENUE ST EXUPERY,31400,TOULOUSE,561800272
31147142,BERTHO JEAN-PHILIPPE,TABAC LOTO,16 PLACE DES MARTYRS,31220,CAZERES SUR GARONNE,561971249
31147468,MONTAGNE PAUL,TABAC LOTO LES PORTES DU SAVE,14 PLACE CAMPARIOL,31470,FONTENILLES,562237187
31148071,COLOMBINE,TABAC PRESSE,21 RUE DU GENERAL PELLEPORT,31210,MONTREJEAU,561891512
31148577,TAILLARDAT,TABAC PRESSE,2 PLACE DE LA MARIANNE,31560,NAILLOUX,660163096
31148692,TRUNTZER DANIELLE,TABAC PRESSE LOTO,6 RUE EMILE DEWOITINE,31600,SEYSSES,562230567
31148867,JURALO,TABAC BAR LA RESIDENCE,54 AVENUE MARECHAL JOFFRE,31800,ST GAUDENS,561952891
31149360,BERTHE PATRICE,TABAC DU VIVIER,7 RUE DU VIVIER,31270,CUGNAUX,561922682
31149475,LA PLUME D ALSONA,TABAC PRESSE LOTO,288 AVENUE DE LA REPUBLIQUE,31840,AUSSONNE,561850774
31149775,PHINADO MME DONZEAU,TABAC,5 RUE LOUISE WEISS,31200,TOULOUSE,967580992
31150001,FOURES,TABAC LOTO,4 ALLEES DU MONT DORE,31770,COLOMIERS,658219011
31150506,TABAC DE LA POINTE MR SEBASTIEN,TABAC PRESSE LOTO,9 AVENUE DE MURET,31300,TOULOUSE,561429863
31150951,FAUCOU VIALA,TABAC PRESSE LE MANDARIN,23 AVENUE DES MINIMES,31200,TOULOUSE,561228865
31151045,PASSONI MARTINE,TABAC BAR DES SPORTS,12 AVENUE DU MARECHAL FOCH,31110,BAGNERES DE LUCHON,561944843
31151081,VILLELE DAMIEN MARC YVES,PRESSE PAPETERIE,45 FAUBOURG BONNEFOY,31500,TOULOUSE,561489984
31151196,MICHEL ET MARIE,TABAC PRESSE LOTO,17 AV PIERRE MENDES FRANCE,31320,CASTANET TOLOSAN,561750232
31151309,CBBM PIZZ'INFO,PRESSE,2 ALLEES DES SOUPIRS,31000,TOULOUSE,562751042
31151373,BES FAMILY,TABAC PRESSE,30 RUE MATABIAU,31000,TOULOUSE,0
31163337,RAJOHANESA TOJOHERY,TABAC PRESSE LOTO,7 RUE DU CHATEAU,31620,BOULOC,967322695
31163547,MARENGO,TABAC JOURNAUX,7 RUE RENE LEDUC,31500,TOULOUSE,561582305
31163673,GOUASDON VERONIQUE,TABAC PRESSE LOTO,20 RUE DU PONT GUILLOMERY,31000,TOULOUSE,561209639
31166218,SAUBIN GILLES,PRESSE LOTO,20 BIS PLACE DUPUY,31000,TOULOUSE,561620097
31166223,FERNANDEZ FREDERIC,PRESSE LOTO,33 AVENUE DE GAMEVILLE,31650,SAINT ORENS DE GAMEVILLE,561399169
31166228,CALMELS,TABAC BAR,2 BIS PLACE DE BELFORT,31000,TOULOUSE,561990574
31166310,MOSTA,TABAC PRESSE LOTO,16 RUE ROUBICHOU,31500,TOULOUSE,561487778
31166415,SANCHEZ ANNE MARIE,LIBRAIRIE PRESSE,20 PLACE DE LA REPUBLIQUE,31150,BRUGUIERES,561822010
31166426,RUAMPS,PRESSE,7 PLACE DES PRADETTES,31100,TOULOUSE,562140235
31166458,JUAN GUY,TABAC BAR,27 PLACE VALENTIN ABEILLE,31210,MONTREJEAU,561798553
31166500,LY KIMSAN,TABAC,23 BOULEVARD DE STRASBOURG,31000,TOULOUSE,581349127
31166632,LE VIDALOT,TABAC,23 ROUTE DE BESSIERES,31380,MONTJOIRE,561840223
31166638,SETIEN,PRESSE,6 PLACE BELFORT,31000,TOULOUSE,561626013
32003210,GAGO PATRICK,TABAC PRESSE,24 RUE D ETIGNY,32550,PAVIE,562059032
32103089,LAVEDAN LAURENT,TABAC,23 RUE ADOUR,32160,PLAISANCE,562693362
32103204,BENDRIES,TABAC JOURNAUX,23 BOULEVARD SAINT JACQUES,32100,CONDOM,562282295
32109529,ROLLAN PASCALE,TABAC PAPETERIE,GRANDE RUE,32450,SARAMON,562654044
32115393,PENOTTI NADINE,TABAC JOURNAUX,ST GERME,32400,RISCLE,562696001
32132283,BARTHE PIERRE TABAC,TABAC,RUE ST MARTIN,32420,SIMORRE,562653017
32136136,LIGARDES DANIELLE,TABAC,PLACE ETIENNE BOUET,32480,LA ROMIEU,562280958
32136399,BARIS PHILIPPE,TABAC JOURNAUX,PLACE DU FOIRAIL,32370,MANCIET,562085015
32139681,LA PALME BLANCHE,PRESSE,23 PLACE DE L HOTEL DE VILLE,32600,L ISLE JOURDAIN,562070100
32144855,LAPORTE,TABAC PRESSE,25 AVENUE DES PYRENEES,32000,AUCH,607354117
32145048,O SOLO,TABAC BAR,RUE NATIONALE AU VILLAGE,32120,SOLOMIAC,674728038
32148237,DAMBES CAMILLE,TABAC PRESSE PROXI,LIEU-DIT SAINT SAUVEUR,32350,BARRAN,562641680
32150330,ZACHARIE SERGE,TABAC EPICERIE,AU VILLAGE,32140,ST BLANCARD,562669201
32150866,CTL INFORMATIQUE MR TOUJA,PRESSE PAPETERIE INFORMATIQUE,10 PLACE DE L ANCIEN FOIRAIL,32000,AUCH,562069737
32166465,MENDES EDOUARD,TABAC BAR LE COUP D ENVOI,1 RUE PIERRE LAMAGUERE,32300,MIRANDE,562665277
33006993,SNC BRUSTEPHAG TABAC PRESSE,LIEU DIT LORIENT,M. SALAUN,33670,SADIRAC,556306671
33007262,SORGENTE,TABAC LOTO,19 ROUTE D ARCACHON,33125,HOSTENS,556885466
33102727,GARRIDO  TABAC PRESSE LOTO,66 AVENUE DE LA LIBERATION,,33440,AMBARES ET LAGRAVE,556775634
33102737,GUICHETEAU CYRIL TABAC PRESSE,C.CIAL TOPAZE     BAT.A,ROUTE DE LEOGNAN - GEO EXPRESS,33140,VILLENAVE D'ORNON,556871169
33102754,JO-FLO,29 RUE DE LA REPUBLIQUE,TABAC PRESSE,33790,PELLEGRUE,556613421
33102762,DUBARRY,TABAC,30 AVENUE DE LA LIBERATION,33380,MIOS,556266944
33102770,REDON TABAC PRESSE LOTO,59 RUE LEON JOUHAUX,PARC DE RICHELIEU,33800,BORDEAUX,963641140
33102774,GRAND TABAC PRESSE GAMBETTA,22 PLACE GAMBETTA,,33000,BORDEAUX,556525990
33102775,MILLAC   LE FUMOIR BORDELAIS,12 PLACE GAMBETTA,,33000,BORDEAUX,556443589
33102776,MALARTIC - LEFRANCOIS MARTINE,C CL MALARTIC   PRESSE,,33170,GRADIGNAN,556891687
33102799,BORDEILLE  MARTINE TABAC BAR,206 AV.MARECHAL FOCH,,33500,LIBOURNE,557250593
33102836,ZUNIGA,TABAC DU LYCEE,52 ALLEE R BOULIN,33500,LIBOURNE,557252699
33102837,DE LUNARDO PHILIPPE,52 RUE JULES FERRY,,33500,LIBOURNE,557514929
33102895,BELUCHE-ABAD EDITH,TABAC PRESSE,22 COURS DE LA SOMME,33000,BORDEAUX,556929461
33102977,HEBRARD M.CHRISTINE   TABAC,35 AVENUE DU GAL DE GAULLE,,33290,LUDON  MEDOC,557881872
33103004,SNC BESTEL TABAC PRESSE LE 113,82 RUE DE LA REPUBLIQUE,,33210,PREIGNAC,556634850
33103009,DELAGE  TABAC PRESSE LOTO,65 AVENUE DE LA LIBERATION,,33410,BEGUEY,556629566
33103014,COCQUART TABAC LE VOLTIGEUR,100 AVENUE LABARDE,,33300,BORDEAUX,556508145
33103016,COUREAU DANIEL TABAC,25 RUE CH TOURMEMIRE,,33300,BORDEAUX,556509211
33103021,LOPEZ  TABAC,6 RUE DU MIRAIL,,33000,BORDEAUX,556921675
33103022,CHATIN   TABAC PRESSE LOTO,19 PLACE DE L EUROPE,,33300,BORDEAUX,556501613
33104321,ROTHFUSS FREDERIQUE,TABAC BAR LOTO,17 AVENUE DU BOURG,33390,BERSON,557643535
33104339,ROUCAUD  ODANO SNC L ALOUETTE,310 AVENUE PASTEUR.GEO EXPRESS,attention emballage tubos,33600,PESSAC,556363368
33104347,LA VIGNOLLE TABAC LERM MARTINE,150 RUE NATIONALE,PAS DE GROS COLIS,33240,ST ANDRE DE CUBZAC,557430511
33105895,HAKOUN PIERRE  TABAC,39 AVENUE DE LA LIBERATION,,33680,LACANAU VILLE,556035262
33106042,L'ITALIQUE,73 ROUTE DE FEYTIT,,33160,ST MEDARD EN JALLES,556957565
33106243,NINOUS TABAC LE RICHELIEU,57 QUAI RICHELIEU,,33000,BORDEAUX,556524538
33107152,ROUCAUD TABAC,32 QUAI DES CHARTRONS,,33000,BORDEAUX,556520880
33107811,LOPES,TABAC PRESSE,4 RUE DU 8 MAI 1945,33180,VERTHEUIL,556419839
33107913,NOEL ODILE TABAC PRESSE,76 AVENUE CHARLES DE GAULLE,,33200,BORDEAUX,556084392
33108351,CHASSAING SOPHIE PRESSE TABAC,19 PLACE MAUCAILLOU,CENTRE COMMERCIAL,33450,ST SULPICE ET CAMEYRAC,556308104
33108352,CHASSANG TABAC L ESCALE,5 A.DU M.DE LATTRE DE TASSIGNY,,33470,GUJAN MESTRAS,556660718
33109578,MACHADO PRESSE DES ARCADES,5 PLACE DE LA REPUBLIQUE,,33540,SAUVETERRE DE GUYENNE,556715083
33109588,BARBEZAT  LE TEMPS PRESSE,CTRE COM. LA FERRIERE,ROUTE DE SAUVETERRE,33670,CREON,556232851
33109600,BOUNY  PRESSE PAPETERIE,PLACE DU MARCHE,2 ROUTE DE ST SAVIN,33920,ST CHRISTOLY DE BLAYE,971554997
33111655,PETIT-CASTAGNET PHILIPPE,AU CADEAU GIRONDIN,53 RUE THEOPHILE GAUTIER,33110,LE BOUSCAT,556391505
33111663,GALLOUX  PRESSE,12 PLACE DU GAL DE GAULLE,,33240,CADILLAC EN FRONSADAIS,557581635
33111665,BAQUERA PATRICIA TABAC,6 AVEN. DURAND DASSIER,,33290,PAREMPUYRE,556353067
33111683,REBIN DIDIER TABAC PRESSE,144 AV DU DOCTEUR SCHWEITZER,,33600,PESSAC,556453135
33113151,EPIPHANE MARIE PIERRE EIRL,48 RUE LECOQ,TABAC PRESSE,33000,BORDEAUX,556961457
33113163,LE LU ALAIN TABAC PRESSE LOTO,60 RUE VICTOR HUGO,,33220,STE FOY LA GRANDE,557411843
33113288,COMBERTON PHILIPPE,TABAC BAR,54 AVENUE DES COTES DE BOURG,33710,TAURIAC,557684733
33114684,LARGEAUD ROBERT,TABAC BAR JOURNAUX LE RALLYE,124 RUE CARNOT,33500,LIBOURNE,557510523
33114687,MUZATON ANNE BAR TABC,23 RUE CAMILLE PELLETAN,,33270,FLOIRAC,556865317
33114712,ROUYER  LA DAME DE COEUR,103 RUE DE LA PLAGE,,33780,SOULAC SUR MER,556098080
33114713,LURI GERARD TABAC PRESSE,23 QUAI DE LA MONNAIE,** geo express,33800,BORDEAUX,964191434
33114715,GOYAT STEPHANE  TABAC PRESSE,2 RUE DU SOLEIL,,33650,ST SELVE,556202161
33115673,TONNELLIER  TABAC,57 BIS RUE DE LANDIRAS,SNC TONNELLIER,33000,BORDEAUX,556964109
33120060,FAURE SARL E.M.B.S.  PRESSE,9 QUAI LEON PERRIER,,33250,PAUILLAC,556591407
33122814,COUZON LOUIS TABAC,94 AVENUE DU MEDOC,,33320,EYSINES,981353131
33123007,MARCELOT ERIC,TABAC,6 PLACE DU VAL DE L EYRE,33114,LE BARP,556886123
33123099,MME LEMAIRE SNC LE MATULU,1 RUE DE L ETANG,,33170,GRADIGNAN,556890479
33123448,GORIE  PRESSE PAPETERIE,CTE COM. TERRE ROUGE,R.N. 215,33340,LESPARRE MEDOC,556412486
33123802,SAILLAN MARIE CLAUDE,TABAC PRESSE,1 PLACE DE LA CONCORDE,33890,PESSAC SUR DORDOGNE,557474006
33124152,CRIER TABAC,17 BIS COURS VICTOR HUGO,** geo express,33130,BEGLES,556859760
33125458,ARRIVE PHILIPPE TABAC   PRESSE,38 ROUTE DE ROYAN,,33390,EYRANS,557647781
33125648,BIGUET JEAN,TABAC BAR LE NARVAL,CENTRE CIAL ARCACHON MARINES,33120,ARCACHON,556549288
33125919,LASTENNET  EURL   MAISON PRESS,37 RUE DU PORT,,33260,LA TESTE DE BUCH,556662797
33126010,EURL CANAULAISE DE DIFFUSION,3 AVENUE DE L EUROPE OU,5 AVENUE DE L EUROPE,33680,LACANAU OCEAN,556269957
33126190,GOURGUECHON M C,TABAC BAR,3 AVENUE PAUL BROCA CASINO BAR,33220,PINEUILH,557460068
